name1,name,liked,difficulty,passed,submitted,url
488. 祖玛游戏,Zuma Game,29,困难,804,"1,999",https://leetcode-cn.com/problems/zuma-game
812. 最大三角形面积,Largest Triangle Area,29,简单,"4,280","7,299",https://leetcode-cn.com/problems/largest-triangle-area
419. 甲板上的战舰,Battleships In A Board,29,中等,"2,320","3,321",https://leetcode-cn.com/problems/battleships-in-a-board
1105. 填充书架,Filling Bookcase Shelves,29,中等,"1,688","3,655",https://leetcode-cn.com/problems/filling-bookcase-shelves
1079. 活字印刷,Letter Tile Possibilities,29,中等,"2,419","3,359",https://leetcode-cn.com/problems/letter-tile-possibilities
689. 三个无重叠子数组的最大和,Maximum Sum Of 3 Non Overlapping Subarrays,29,困难,672,"1,615",https://leetcode-cn.com/problems/maximum-sum-of-3-non-overlapping-subarrays
636. 函数的独占时间,Exclusive Time Of Functions,29,中等,"1,550","3,211",https://leetcode-cn.com/problems/exclusive-time-of-functions
969. 煎饼排序,Pancake Sorting,29,中等,"2,814","4,575",https://leetcode-cn.com/problems/pancake-sorting
985. 查询后的偶数和,Sum Of Even Numbers After Queries,29,简单,"6,611","11,337",https://leetcode-cn.com/problems/sum-of-even-numbers-after-queries
630. 课程表 III,Course Schedule Iii,29,困难,"1,047","3,601",https://leetcode-cn.com/problems/course-schedule-iii
984. 不含 AAA 或 BBB 的字符串,String Without Aaa Or Bbb,29,中等,"2,677","7,833",https://leetcode-cn.com/problems/string-without-aaa-or-bbb
730. 统计不同回文子字符串,Count Different Palindromic Subsequences,28,困难,552,"1,283",https://leetcode-cn.com/problems/count-different-palindromic-subsequences
857. 雇佣 K 名工人的最低成本,Minimum Cost To Hire K Workers,28,困难,583,"1,563",https://leetcode-cn.com/problems/minimum-cost-to-hire-k-workers
980. 不同路径 III,Unique Paths Iii,28,困难,"2,642","3,853",https://leetcode-cn.com/problems/unique-paths-iii
926. 将字符串翻转到单调递增,Flip String To Monotone Increasing,28,中等,"1,790","4,114",https://leetcode-cn.com/problems/flip-string-to-monotone-increasing
817. 链表组件,Linked List Components,28,中等,"3,880","7,058",https://leetcode-cn.com/problems/linked-list-components
762. 二进制表示中质数个计算置位,Prime Number Of Set Bits In Binary Representation,28,简单,"6,856","10,398",https://leetcode-cn.com/problems/prime-number-of-set-bits-in-binary-representation
854. 相似度为 K 的字符串,K Similar Strings,28,困难,892,"3,418",https://leetcode-cn.com/problems/k-similar-strings
446. 等差数列划分 II - 子序列,Arithmetic Slices Ii Subsequence,28,困难,903,"2,947",https://leetcode-cn.com/problems/arithmetic-slices-ii-subsequence
965. 单值二叉树,Univalued Binary Tree,28,简单,"9,379","14,207",https://leetcode-cn.com/problems/univalued-binary-tree
504. 七进制数,Base 7,28,简单,"7,410","15,661",https://leetcode-cn.com/problems/base-7
883. 三维形体投影面积,Projection Area Of 3D Shapes,28,简单,"4,425","7,068",https://leetcode-cn.com/problems/projection-area-of-3d-shapes
962. 最大宽度坡,Maximum Width Ramp,28,中等,"2,631","7,531",https://leetcode-cn.com/problems/maximum-width-ramp
688. “马”在棋盘上的概率,Knight Probability In Chessboard,28,中等,"1,804","4,067",https://leetcode-cn.com/problems/knight-probability-in-chessboard
881. 救生艇,Boats To Save People,28,中等,"4,891","12,745",https://leetcode-cn.com/problems/boats-to-save-people
482. 密钥格式化,License Key Formatting,27,简单,"5,162","13,494",https://leetcode-cn.com/problems/license-key-formatting
915. 分割数组,Partition Array Into Disjoint Intervals,27,中等,"2,873","6,875",https://leetcode-cn.com/problems/partition-array-into-disjoint-intervals
898. 子数组按位或操作,Bitwise Ors Of Subarrays,27,中等,"1,695","6,698",https://leetcode-cn.com/problems/bitwise-ors-of-subarrays
427. 建立四叉树,Construct Quad Tree,27,中等,"1,830","3,211",https://leetcode-cn.com/problems/construct-quad-tree
705. 设计哈希集合,Design Hashset,27,简单,"8,468","15,556",https://leetcode-cn.com/problems/design-hashset
253. 会议室 II,Meeting Rooms Ii,27,中等,"3,031","7,806",https://leetcode-cn.com/problems/meeting-rooms-ii
1109. 航班预订统计,Corporate Flight Bookings,27,中等,"3,136","8,723",https://leetcode-cn.com/problems/corporate-flight-bookings
629. K个逆序对数组,K Inverse Pairs Array,27,困难,744,"2,025",https://leetcode-cn.com/problems/k-inverse-pairs-array
824. 山羊拉丁文,Goat Latin,27,简单,"6,147","10,571",https://leetcode-cn.com/problems/goat-latin
553. 最优除法,Optimal Division,27,中等,"1,539","2,897",https://leetcode-cn.com/problems/optimal-division
940. 不同的子序列 II,Distinct Subsequences Ii,26,困难,749,"1,859",https://leetcode-cn.com/problems/distinct-subsequences-ii
1022. 从根到叶的二进制数之和,Sum Of Root To Leaf Binary Numbers,26,简单,"3,331","6,279",https://leetcode-cn.com/problems/sum-of-root-to-leaf-binary-numbers
1024. 视频拼接,Video Stitching,26,中等,"1,906","4,234",https://leetcode-cn.com/problems/video-stitching
468. 验证IP地址,Validate Ip Address,26,中等,"3,043","14,693",https://leetcode-cn.com/problems/validate-ip-address
818. 赛车,Race Car,26,困难,653,"2,195",https://leetcode-cn.com/problems/race-car
1042. 不邻接植花,Flower Planting With No Adjacent,26,简单,"2,662","5,837",https://leetcode-cn.com/problems/flower-planting-with-no-adjacent
432. 全 O(1) 的数据结构,All Oone Data Structure,26,困难,"1,916","5,470",https://leetcode-cn.com/problems/all-oone-data-structure
975. 奇偶跳,Odd Even Jump,25,困难,777,"1,878",https://leetcode-cn.com/problems/odd-even-jump
780. 到达终点,Reaching Points,25,困难,810,"3,023",https://leetcode-cn.com/problems/reaching-points
1028. 从先序遍历还原二叉树,Recover A Tree From Preorder Traversal,25,困难,"1,130","1,925",https://leetcode-cn.com/problems/recover-a-tree-from-preorder-traversal
931. 下降路径最小和,Minimum Falling Path Sum,25,中等,"3,584","6,136",https://leetcode-cn.com/problems/minimum-falling-path-sum
517. 超级洗衣机,Super Washing Machines,25,困难,878,"2,315",https://leetcode-cn.com/problems/super-washing-machines
675. 为高尔夫比赛砍树,Cut Off Trees For Golf Event,25,困难,490,"1,577",https://leetcode-cn.com/problems/cut-off-trees-for-golf-event
1018. 可被 5 整除的二进制前缀,Binary Prefix Divisible By 5,25,简单,"5,093","11,752",https://leetcode-cn.com/problems/binary-prefix-divisible-by-5
855. 考场就座,Exam Room,25,中等,823,"2,741",https://leetcode-cn.com/problems/exam-room
393. UTF-8 编码验证,Utf 8 Validation,25,中等,"2,978","8,050",https://leetcode-cn.com/problems/utf-8-validation
640. 求解方程,Solve The Equation,25,中等,"1,254","3,227",https://leetcode-cn.com/problems/solve-the-equation
798. 得分最高的最小轮调,Smallest Rotation With Highest Score,25,困难,317,940,https://leetcode-cn.com/problems/smallest-rotation-with-highest-score
1027. 最长等差数列,Longest Arithmetic Sequence,25,中等,"2,891","7,639",https://leetcode-cn.com/problems/longest-arithmetic-sequence
990. 等式方程的可满足性,Satisfiability Of Equality Equations,25,中等,"1,593","4,315",https://leetcode-cn.com/problems/satisfiability-of-equality-equations
593. 有效的正方形,Valid Square,25,中等,"2,324","5,691",https://leetcode-cn.com/problems/valid-square
920. 播放列表的数量,Number Of Music Playlists,24,困难,468,"1,144",https://leetcode-cn.com/problems/number-of-music-playlists
921. 使括号有效的最少添加,Minimum Add To Make Parentheses Valid,24,中等,"5,187","7,532",https://leetcode-cn.com/problems/minimum-add-to-make-parentheses-valid
706. 设计哈希映射,Design Hashmap,24,简单,"7,343","13,146",https://leetcode-cn.com/problems/design-hashmap
840. 矩阵中的幻方,Magic Squares In Grid,24,简单,"3,741","11,493",https://leetcode-cn.com/problems/magic-squares-in-grid
275. H指数 II,H Index Ii,24,中等,"4,662","11,878",https://leetcode-cn.com/problems/h-index-ii
472. 连接词,Concatenated Words,24,困难,"1,420","3,210",https://leetcode-cn.com/problems/concatenated-words
764. 最大加号标志,Largest Plus Sign,24,中等,"1,240","2,673",https://leetcode-cn.com/problems/largest-plus-sign
827. 最大人工岛,Making A Large Island,24,困难,914,"2,419",https://leetcode-cn.com/problems/making-a-large-island
968. 监控二叉树,Binary Tree Cameras,24,困难,"1,147","3,280",https://leetcode-cn.com/problems/binary-tree-cameras
802. 找到最终的安全状态,Find Eventual Safe States,24,中等,"1,907","4,260",https://leetcode-cn.com/problems/find-eventual-safe-states
778. 水位上升的泳池中游泳,Swim In Rising Water,24,困难,"1,385","3,087",https://leetcode-cn.com/problems/swim-in-rising-water
492. 构造矩形,Construct The Rectangle,24,简单,"6,100","12,347",https://leetcode-cn.com/problems/construct-the-rectangle
756. 金字塔转换矩阵,Pyramid Transition Matrix,23,中等,"1,270","2,425",https://leetcode-cn.com/problems/pyramid-transition-matrix
970. 强整数,Powerful Integers,23,简单,"4,153","10,874",https://leetcode-cn.com/problems/powerful-integers
598. 范围求和 II,Range Addition Ii,23,简单,"4,504","9,003",https://leetcode-cn.com/problems/range-addition-ii
930. 和相同的二元子数组,Binary Subarrays With Sum,23,中等,"1,665","4,926",https://leetcode-cn.com/problems/binary-subarrays-with-sum
1038. 从二叉搜索树到更大和树,Binary Search Tree To Greater Sum Tree,23,中等,"4,364","6,154",https://leetcode-cn.com/problems/binary-search-tree-to-greater-sum-tree
1040. 移动石子直到连续 II,Moving Stones Until Consecutive Ii,23,中等,818,"1,886",https://leetcode-cn.com/problems/moving-stones-until-consecutive-ii
978. 最长湍流子数组,Longest Turbulent Subarray,23,中等,"2,378","6,468",https://leetcode-cn.com/problems/longest-turbulent-subarray
949. 给定数字能组成的最大时间,Largest Time For Given Digits,23,简单,"2,805","8,352",https://leetcode-cn.com/problems/largest-time-for-given-digits
1046. 最后一块石头的重量,Last Stone Weight,23,简单,"7,897","13,513",https://leetcode-cn.com/problems/last-stone-weight
913. 猫和老鼠,Cat And Mouse,23,困难,307,"1,181",https://leetcode-cn.com/problems/cat-and-mouse
284. 顶端迭代器,Peeking Iterator,23,中等,"2,254","3,185",https://leetcode-cn.com/problems/peeking-iterator
886. 可能的二分法,Possible Bipartition,23,中等,"1,394","4,142",https://leetcode-cn.com/problems/possible-bipartition
1005. K 次取反后最大化的数组和,Maximize Sum Of Array After K Negations,23,简单,"4,968","9,965",https://leetcode-cn.com/problems/maximize-sum-of-array-after-k-negations
944. 删列造序,Delete Columns To Make Sorted,23,简单,"7,783","11,459",https://leetcode-cn.com/problems/delete-columns-to-make-sorted
551. 学生出勤记录 I,Student Attendance Record I,23,简单,"9,382","18,819",https://leetcode-cn.com/problems/student-attendance-record-i
953. 验证外星语词典,Verifying An Alien Dictionary,22,简单,"3,755","6,652",https://leetcode-cn.com/problems/verifying-an-alien-dictionary
1035. 不相交的线,Uncrossed Lines,22,中等,"1,184","2,452",https://leetcode-cn.com/problems/uncrossed-lines
269. 火星词典,Alien Dictionary,22,困难,793,"2,043",https://leetcode-cn.com/problems/alien-dictionary
902. 最大为 N 的数字组合,Numbers At Most N Given Digit Set,22,困难,983,"3,678",https://leetcode-cn.com/problems/numbers-at-most-n-given-digit-set
676. 实现一个魔法字典,Implement Magic Dictionary,22,中等,"1,302","2,409",https://leetcode-cn.com/problems/implement-magic-dictionary
436. 寻找右区间,Find Right Interval,22,中等,"1,687","4,031",https://leetcode-cn.com/problems/find-right-interval
1043. 分隔数组以得到最大和,Partition Array For Maximum Sum,22,中等,"1,202","1,954",https://leetcode-cn.com/problems/partition-array-for-maximum-sum
587. 安装栅栏,Erect The Fence,22,困难,393,"1,279",https://leetcode-cn.com/problems/erect-the-fence
466. 统计重复个数,Count The Repetitions,22,困难,698,"2,404",https://leetcode-cn.com/problems/count-the-repetitions
1122. 数组的相对排序,Relative Sort Array,22,简单,"8,078","12,503",https://leetcode-cn.com/problems/relative-sort-array
1171. 从链表中删去总和值为零的连续节点,Remove Zero Sum Consecutive Nodes From Linked List,22,中等,"2,210","6,494",https://leetcode-cn.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list
805. 数组的均值分割,Split Array With Same Average,21,困难,661,"2,782",https://leetcode-cn.com/problems/split-array-with-same-average
1031. 两个非重叠子数组的最大和,Maximum Sum Of Two Non Overlapping Subarrays,21,中等,"1,182","2,394",https://leetcode-cn.com/problems/maximum-sum-of-two-non-overlapping-subarrays
958. 二叉树的完全性检验,Check Completeness Of A Binary Tree,21,中等,"2,537","5,530",https://leetcode-cn.com/problems/check-completeness-of-a-binary-tree
891. 子序列宽度之和,Sum Of Subsequence Widths,21,困难,903,"3,463",https://leetcode-cn.com/problems/sum-of-subsequence-widths
955. 删列造序 II,Delete Columns To Make Sorted Ii,21,中等,922,"3,421",https://leetcode-cn.com/problems/delete-columns-to-make-sorted-ii
731. 我的日程安排表 II,My Calendar Ii,21,中等,928,"2,189",https://leetcode-cn.com/problems/my-calendar-ii
1262. 可被三整除的最大和,Greatest Sum Divisible By Three,21,中等,"1,833","4,525",https://leetcode-cn.com/problems/greatest-sum-divisible-by-three
699. 掉落的方块,Falling Squares,21,困难,476,"1,239",https://leetcode-cn.com/problems/falling-squares
864. 获取所有钥匙的最短路径,Shortest Path To Get All Keys,21,困难,603,"1,565",https://leetcode-cn.com/problems/shortest-path-to-get-all-keys
715. Range 模块,Range Module,21,困难,464,"1,492",https://leetcode-cn.com/problems/range-module
986. 区间列表的交集,Interval List Intersections,21,中等,"3,182","5,312",https://leetcode-cn.com/problems/interval-list-intersections
729. 我的日程安排表 I,My Calendar I,21,中等,"1,768","3,980",https://leetcode-cn.com/problems/my-calendar-i
537. 复数乘法,Complex Number Multiplication,21,中等,"3,558","5,313",https://leetcode-cn.com/problems/complex-number-multiplication
1155. 掷骰子的N种方法,Number Of Dice Rolls With Target Sum,21,中等,"2,243","5,431",https://leetcode-cn.com/problems/number-of-dice-rolls-with-target-sum
945. 使数组唯一的最小增量,Minimum Increment To Make Array Unique,21,中等,"2,909","7,034",https://leetcode-cn.com/problems/minimum-increment-to-make-array-unique
826. 安排工作以达到最大收益,Most Profit Assigning Work,20,中等,"1,947","5,776",https://leetcode-cn.com/problems/most-profit-assigning-work
483. 最小好进制,Smallest Good Base,20,困难,674,"1,881",https://leetcode-cn.com/problems/smallest-good-base
420. 强密码检验器,Strong Password Checker,20,困难,674,"5,239",https://leetcode-cn.com/problems/strong-password-checker
481. 神奇字符串,Magical String,20,中等,"1,258","2,586",https://leetcode-cn.com/problems/magical-string
522. 最长特殊序列 II,Longest Uncommon Subsequence Ii,20,中等,"1,289","4,114",https://leetcode-cn.com/problems/longest-uncommon-subsequence-ii
641. 设计循环双端队列,Design Circular Deque,20,中等,"3,531","7,293",https://leetcode-cn.com/problems/design-circular-deque
823. 带因子的二叉树,Binary Trees With Factors,20,中等,712,"1,938",https://leetcode-cn.com/problems/binary-trees-with-factors
999. 车的可用捕获量,Available Captures For Rook,20,简单,"4,333","6,643",https://leetcode-cn.com/problems/available-captures-for-rook
885. 螺旋矩阵 III,Spiral Matrix Iii,20,中等,"1,273","2,051",https://leetcode-cn.com/problems/spiral-matrix-iii
748. 最短完整词,Shortest Completing Word,20,简单,"3,611","6,448",https://leetcode-cn.com/problems/shortest-completing-word
1071. 字符串的最大公因子,Greatest Common Divisor Of Strings,20,简单,"3,352","6,917",https://leetcode-cn.com/problems/greatest-common-divisor-of-strings
833. 字符串中的查找与替换,Find And Replace In String,20,中等,"1,448","4,106",https://leetcode-cn.com/problems/find-and-replace-in-string
1041. 困于环中的机器人,Robot Bounded In Circle,20,中等,"2,551","6,108",https://leetcode-cn.com/problems/robot-bounded-in-circle
1143. 最长公共子序列,Longest Common Subsequence,20,中等,"4,210","7,312",https://leetcode-cn.com/problems/longest-common-subsequence
786. 第 K 个最小的素数分数,K Th Smallest Prime Fraction,20,困难,689,"2,080",https://leetcode-cn.com/problems/k-th-smallest-prime-fraction
1235. 规划兼职工作,Maximum Profit In Job Scheduling,19,困难,969,"2,314",https://leetcode-cn.com/problems/maximum-profit-in-job-scheduling
LCP 4. 覆盖,Broken Board Dominoes,19,困难,607,"2,353",https://leetcode-cn.com/problems/broken-board-dominoes
815. 公交路线,Bus Routes,19,困难,"1,411","4,825",https://leetcode-cn.com/problems/bus-routes
757.  设置交集大小至少为2,Set Intersection Size At Least Two,19,困难,617,"1,857",https://leetcode-cn.com/problems/set-intersection-size-at-least-two
1089. 复写零,Duplicate Zeros,19,简单,"5,800","10,036",https://leetcode-cn.com/problems/duplicate-zeros
609. 在系统中查找重复文件,Find Duplicate File In System,19,中等,"1,225","2,251",https://leetcode-cn.com/problems/find-duplicate-file-in-system
904. 水果成篮,Fruit Into Baskets,19,中等,"2,025","5,834",https://leetcode-cn.com/problems/fruit-into-baskets
956. 最高的广告牌,Tallest Billboard,19,困难,741,"2,080",https://leetcode-cn.com/problems/tallest-billboard
901. 股票价格跨度,Online Stock Span,19,中等,"1,825","5,236",https://leetcode-cn.com/problems/online-stock-span
951. 翻转等价二叉树,Flip Equivalent Binary Trees,18,中等,"1,981","3,281",https://leetcode-cn.com/problems/flip-equivalent-binary-trees
1234. 替换子串得到平衡字符串,Replace The Substring For Balanced String,18,中等,"1,559","5,916",https://leetcode-cn.com/problems/replace-the-substring-for-balanced-string
1160. 拼写单词,Find Words That Can Be Formed By Characters,18,简单,"6,995","11,022",https://leetcode-cn.com/problems/find-words-that-can-be-formed-by-characters
850. 矩形面积 II,Rectangle Area Ii,18,困难,515,"1,358",https://leetcode-cn.com/problems/rectangle-area-ii
839. 相似字符串组,Similar String Groups,18,困难,"1,090","3,826",https://leetcode-cn.com/problems/similar-string-groups
761. 特殊的二进制序列,Special Binary String,18,困难,484,895,https://leetcode-cn.com/problems/special-binary-string
502. IPO,Ipo,18,困难,"1,238","3,476",https://leetcode-cn.com/problems/ipo
835. 图像重叠,Image Overlap,18,中等,"1,359","2,398",https://leetcode-cn.com/problems/image-overlap
1130. 叶值的最小代价生成树,Minimum Cost Tree From Leaf Values,18,中等,934,"1,708",https://leetcode-cn.com/problems/minimum-cost-tree-from-leaf-values
1039. 多边形三角剖分的最低得分,Minimum Score Triangulation Of Polygon,18,中等,"1,159","2,498",https://leetcode-cn.com/problems/minimum-score-triangulation-of-polygon
916. 单词子集,Word Subsets,18,中等,"1,650","4,417",https://leetcode-cn.com/problems/word-subsets
943. 最短超级串,Find The Shortest Superstring,18,困难,368,"1,035",https://leetcode-cn.com/problems/find-the-shortest-superstring
963. 最小面积矩形 II,Minimum Area Rectangle Ii,18,中等,900,"1,826",https://leetcode-cn.com/problems/minimum-area-rectangle-ii
960. 删列造序 III,Delete Columns To Make Sorted Iii,18,困难,596,"1,275",https://leetcode-cn.com/problems/delete-columns-to-make-sorted-iii
808. 分汤,Soup Servings,18,中等,"1,335","3,040",https://leetcode-cn.com/problems/soup-servings
775. 全局倒置与局部倒置,Global And Local Inversions,18,中等,"1,505","3,709",https://leetcode-cn.com/problems/global-and-local-inversions
1054. 距离相等的条形码,Distant Barcodes,18,中等,"2,129","7,028",https://leetcode-cn.com/problems/distant-barcodes
848. 字母移位,Shifting Letters,18,中等,"2,922","7,739",https://leetcode-cn.com/problems/shifting-letters
869. 重新排序得到 2 的幂,Reordered Power Of 2,18,中等,"2,171","4,614",https://leetcode-cn.com/problems/reordered-power-of-2
433. 最小基因变化,Minimum Genetic Mutation,18,中等,"1,633","3,434",https://leetcode-cn.com/problems/minimum-genetic-mutation
1003. 检查替换后的词是否有效,Check If Word Is Valid After Substitutions,17,中等,"3,065","5,591",https://leetcode-cn.com/problems/check-if-word-is-valid-after-substitutions
457. 环形数组循环,Circular Array Loop,17,中等,"1,771","5,663",https://leetcode-cn.com/problems/circular-array-loop
1026. 节点与其祖先之间的最大差值,Maximum Difference Between Node And Ancestor,17,中等,"1,982","3,607",https://leetcode-cn.com/problems/maximum-difference-between-node-and-ancestor
1178. 猜字谜,Number Of Valid Words For Each Puzzle,17,困难,803,"3,306",https://leetcode-cn.com/problems/number-of-valid-words-for-each-puzzle
858. 镜面反射,Mirror Reflection,17,中等,993,"1,989",https://leetcode-cn.com/problems/mirror-reflection
781. 森林中的兔子,Rabbits In Forest,17,中等,"2,334","4,437",https://leetcode-cn.com/problems/rabbits-in-forest
1263. 推箱子,Minimum Moves To Move A Box To Their Target Location,17,困难,650,"1,612",https://leetcode-cn.com/problems/minimum-moves-to-move-a-box-to-their-target-location
1009. 十进制整数的反码,Complement Of Base 10 Integer,17,简单,"4,860","8,371",https://leetcode-cn.com/problems/complement-of-base-10-integer
351. 安卓系统手势解锁,Android Unlock Patterns,17,中等,513,797,https://leetcode-cn.com/problems/android-unlock-patterns
479. 最大回文数乘积,Largest Palindrome Product,17,困难,"1,190","3,865",https://leetcode-cn.com/problems/largest-palindrome-product
923. 三数之和的多种可能,3Sum With Multiplicity,17,中等,"1,661","5,483",https://leetcode-cn.com/problems/3sum-with-multiplicity
276. 栅栏涂色,Paint Fence,17,简单,"1,010","2,408",https://leetcode-cn.com/problems/paint-fence
948. 令牌放置,Bag Of Tokens,17,中等,"2,071","5,893",https://leetcode-cn.com/problems/bag-of-tokens
1048. 最长字符串链,Longest String Chain,16,中等,"2,175","5,748",https://leetcode-cn.com/problems/longest-string-chain
939. 最小面积矩形,Minimum Area Rectangle,16,中等,"1,254","2,950",https://leetcode-cn.com/problems/minimum-area-rectangle
899. 有序队列,Orderly Queue,16,困难,"1,584","3,214",https://leetcode-cn.com/problems/orderly-queue
LCP 2. 分式化简,Deep Dark Fraction,16,简单,"3,497","6,178",https://leetcode-cn.com/problems/deep-dark-fraction
927. 三等分,Three Equal Parts,16,困难,803,"2,809",https://leetcode-cn.com/problems/three-equal-parts
1277. 统计全为 1 的正方形子矩阵,Count Square Submatrices With All Ones,16,中等,"1,833","2,895",https://leetcode-cn.com/problems/count-square-submatrices-with-all-ones
843. 猜猜这个单词,Guess The Word,16,困难,563,"1,731",https://leetcode-cn.com/problems/guess-the-word
505. 迷宫 II,The Maze Ii,16,中等,738,"1,775",https://leetcode-cn.com/problems/the-maze-ii
1131. 绝对值表达式的最大值,Maximum Of Absolute Value Expression,16,中等,835,"2,304",https://leetcode-cn.com/problems/maximum-of-absolute-value-expression
286. 墙与门,Walls And Gates,16,中等,"1,873","4,563",https://leetcode-cn.com/problems/walls-and-gates
995. K 连续位的最小翻转次数,Minimum Number Of K Consecutive Bit Flips,16,困难,966,"2,557",https://leetcode-cn.com/problems/minimum-number-of-k-consecutive-bit-flips
924. 尽量减少恶意软件的传播,Minimize Malware Spread,16,困难,857,"2,098",https://leetcode-cn.com/problems/minimize-malware-spread
732. 我的日程安排表 III,My Calendar Iii,15,困难,734,"1,346",https://leetcode-cn.com/problems/my-calendar-iii
710. 黑名单中的随机数,Random Pick With Blacklist,15,困难,724,"2,651",https://leetcode-cn.com/problems/random-pick-with-blacklist
745. 前缀和后缀搜索,Prefix And Suffix Search,15,困难,635,"2,158",https://leetcode-cn.com/problems/prefix-and-suffix-search
1221. 分割平衡字符串,Split A String In Balanced Strings,15,简单,"8,393","10,998",https://leetcode-cn.com/problems/split-a-string-in-balanced-strings
352. 将数据流变为多个不相交区间,Data Stream As Disjoint Intervals,15,困难,"1,028","2,038",https://leetcode-cn.com/problems/data-stream-as-disjoint-intervals
1013. 将数组分成和相等的三个部分,Partition Array Into Three Parts With Equal Sum,15,简单,"5,379","10,215",https://leetcode-cn.com/problems/partition-array-into-three-parts-with-equal-sum
256. 粉刷房子,Paint House,15,简单,"1,457","2,603",https://leetcode-cn.com/problems/paint-house
1239. 串联字符串的最大长度,Maximum Length Of A Concatenated String With Unique Characters,15,中等,"3,670","10,292",https://leetcode-cn.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters
1156. 单字符重复子串的最大长度,Swap For Longest Repeated Character Substring,15,中等,"1,432","3,470",https://leetcode-cn.com/problems/swap-for-longest-repeated-character-substring
1104. 二叉树寻路,Path In Zigzag Labelled Binary Tree,15,中等,"2,224","3,345",https://leetcode-cn.com/problems/path-in-zigzag-labelled-binary-tree
1218. 最长定差子序列,Longest Arithmetic Subsequence Of Given Difference,15,中等,"2,039","6,036",https://leetcode-cn.com/problems/longest-arithmetic-subsequence-of-given-difference
1137. 第 N 个泰波那契数,N Th Tribonacci Number,15,简单,"6,749","12,836",https://leetcode-cn.com/problems/n-th-tribonacci-number
1278. 分割回文串 III,Palindrome Partitioning Iii,15,困难,714,"1,371",https://leetcode-cn.com/problems/palindrome-partitioning-iii
1044. 最长重复子串,Longest Duplicate Substring,15,困难,652,"4,509",https://leetcode-cn.com/problems/longest-duplicate-substring
1072. 按列翻转得到最大值等行数,Flip Columns For Maximum Number Of Equal Rows,15,中等,912,"2,035",https://leetcode-cn.com/problems/flip-columns-for-maximum-number-of-equal-rows
156. 上下翻转二叉树,Binary Tree Upside Down,15,中等,864,"1,180",https://leetcode-cn.com/problems/binary-tree-upside-down
1186. 删除一次得到子数组最大和,Maximum Subarray Sum With One Deletion,15,中等,"1,524","5,599",https://leetcode-cn.com/problems/maximum-subarray-sum-with-one-deletion
937. 重新排列日志文件,Reorder Data In Log Files,15,简单,"2,906","5,776",https://leetcode-cn.com/problems/reorder-data-in-log-files
1189. “气球” 的最大数量,Maximum Number Of Balloons,15,简单,"5,636","9,152",https://leetcode-cn.com/problems/maximum-number-of-balloons
1030. 距离顺序排列矩阵单元格,Matrix Cells In Distance Order,15,简单,"3,800","6,275",https://leetcode-cn.com/problems/matrix-cells-in-distance-order
1207. 独一无二的出现次数,Unique Number Of Occurrences,15,简单,"5,482","8,165",https://leetcode-cn.com/problems/unique-number-of-occurrences
753. 破解保险箱,Cracking The Safe,15,困难,547,"1,024",https://leetcode-cn.com/problems/cracking-the-safe
1092. 最短公共超序列,Shortest Common Supersequence,14,困难,624,"1,686",https://leetcode-cn.com/problems/shortest-common-supersequence
1187. 使数组严格递增,Make Array Strictly Increasing,14,困难,524,"1,469",https://leetcode-cn.com/problems/make-array-strictly-increasing
1177. 构建回文串检测,Can Make Palindrome From Substring,14,中等,"1,347","7,251",https://leetcode-cn.com/problems/can-make-palindrome-from-substring
1032. 字符流,Stream Of Characters,14,困难,638,"2,363",https://leetcode-cn.com/problems/stream-of-characters
1162. 地图分析,As Far From Land As Possible,14,中等,"4,358","11,949",https://leetcode-cn.com/problems/as-far-from-land-as-possible
1074. 元素和为目标值的子矩阵数量,Number Of Submatrices That Sum To Target,14,困难,617,"1,570",https://leetcode-cn.com/problems/number-of-submatrices-that-sum-to-target
909. 蛇梯棋,Snakes And Ladders,14,中等,834,"3,005",https://leetcode-cn.com/problems/snakes-and-ladders
996. 正方形数组的数目,Number Of Squareful Arrays,14,困难,876,"2,079",https://leetcode-cn.com/problems/number-of-squareful-arrays
900. RLE 迭代器,Rle Iterator,14,中等,983,"2,466",https://leetcode-cn.com/problems/rle-iterator
1094. 拼车,Car Pooling,14,中等,"2,502","4,985",https://leetcode-cn.com/problems/car-pooling
1125. 最小的必要团队,Smallest Sufficient Team,14,困难,877,"2,293",https://leetcode-cn.com/problems/smallest-sufficient-team
1293. 网格中的最短路径,Shortest Path In A Grid With Obstacles Elimination,14,困难,747,"2,258",https://leetcode-cn.com/problems/shortest-path-in-a-grid-with-obstacles-elimination
831. 隐藏个人信息,Masking Personal Information,14,中等,"2,924","7,985",https://leetcode-cn.com/problems/masking-personal-information
277. 搜寻名人,Find The Celebrity,14,中等,891,"1,611",https://leetcode-cn.com/problems/find-the-celebrity
582. 杀死进程,Kill Process,14,中等,"2,329","7,357",https://leetcode-cn.com/problems/kill-process
1129. 颜色交替的最短路径,Shortest Path With Alternating Colors,14,中等,"1,439","4,355",https://leetcode-cn.com/problems/shortest-path-with-alternating-colors
1268. 搜索推荐系统,Search Suggestions System,14,中等,"1,838","3,803",https://leetcode-cn.com/problems/search-suggestions-system
954. 二倍数对数组,Array Of Doubled Pairs,14,中等,"1,737","6,896",https://leetcode-cn.com/problems/array-of-doubled-pairs
